Policy #,Policy_type,Policy year,Seller Number,Amount of coverage_policy (in dollar),Business_type_Seller,Industry_Seller,Date of establishment (Seller)
11369,Multiple buyers,2015,1085300,371000,Corporation,Manufacturing,2011-12
11370,One_buyer,2015,1085400,69000,Corporation,Wholesale Trade,2013-09
11371,One_buyer,2015,1085500,4000,Corporation,"Professional, Scientific, and Technical Services",2002-10
11372,One_buyer,2015,1085600,10000,Individual Business,Wholesale Trade,2008-01
11373,One_buyer,2015,1085700,33000,Corporation,Wholesale Trade,2013-01
11374,One_buyer,2015,1085800,3000,Corporation,Manufacturing,2014-07
11375,One_buyer,2015,1085900,12000,Corporation,Manufacturing,2014-05
11376,Multiple buyers,2015,1086000,104000,Corporation,Manufacturing,2009-07
11376,Multiple buyers,2015,1086000,104000,Corporation,Manufacturing,2009-07
11376,Multiple buyers,2015,1086000,104000,Corporation,Manufacturing,2009-07
11377,,2015,1086100,#N/A,Corporation,Wholesale Trade,2014-06
11378,One_buyer,2015,1086100,200000,Corporation,Wholesale Trade,2014-06
11379,One_buyer,2015,1086200,40000,Individual Business,Wholesale Trade,2014-06
11380,One_buyer,2015,1086200,30000,Individual Business,Wholesale Trade,2014-06
11381,One_buyer,2015,1086300,50000,Corporation,Manufacturing,2013-01
11382,Multiple buyers,2015,1086400,41000,Corporation,Manufacturing,2013-01
11382,Multiple buyers,2015,1086400,41000,Corporation,Manufacturing,2013-01
11383,Multiple buyers,2015,1086500,610000,Corporation,Manufacturing,2010-06
11383,Multiple buyers,2015,1086500,610000,Corporation,Manufacturing,2010-06
11384,Multiple buyers,2015,1086600,110000,Corporation,Manufacturing,2013-04
11384,Multiple buyers,2015,1086600,110000,Corporation,Manufacturing,2013-04
11384,Multiple buyers,2015,1086600,110000,Corporation,Manufacturing,2013-04
11385,Multiple buyers,2015,1086700,105000,Individual Business,Manufacturing,2011-07
11385,Multiple buyers,2015,1086700,105000,Individual Business,Manufacturing,2011-07
11385,Multiple buyers,2015,1086700,105000,Individual Business,Manufacturing,2011-07
11386,One_buyer,2015,1086800,10000,Corporation,Wholesale Trade,2012-04
11387,Multiple buyers,2015,1086900,13000,Individual Business,Wholesale Trade,2004-07
11387,Multiple buyers,2015,1086900,13000,Individual Business,Wholesale Trade,2004-07
11387,Multiple buyers,2015,1086900,13000,Individual Business,Wholesale Trade,2004-07
11388,One_buyer,2015,1087000,10000,Corporation,Manufacturing,2014-10
11389,One_buyer,2015,1087100,9000,Corporation,Manufacturing,2005-08
11390,One_buyer,2015,1087200,10000,Individual Business,Wholesale Trade,2013-07
11391,One_buyer,2015,1087300,50000,Corporation,Wholesale Trade,2014-09
11392,One_buyer,2015,1087300,20000,Corporation,Wholesale Trade,2014-09
11393,One_buyer,2015,1087400,40000,Corporation,Manufacturing,2014-04
11394,One_buyer,2015,1087400,20000,Corporation,Manufacturing,2014-04
11395,One_buyer,2015,1087500,9000,Corporation,Wholesale Trade,2013-12
11396,One_buyer,2015,1087600,60000,Individual Business,Manufacturing,2013-02
11397,One_buyer,2015,1087600,30000,Individual Business,Manufacturing,2013-02
11398,One_buyer,2015,1087700,10000,Corporation,Manufacturing,2014-10
11400,One_buyer,2015,1087900,20000,Individual Business,Wholesale Trade,2014-10
11401,One_buyer,2015,1087900,40000,Individual Business,Wholesale Trade,2014-10
11405,One_buyer,2015,1088200,1000,Corporation,Manufacturing,2014-07
11406,One_buyer,2015,1088300,10000,Corporation,Manufacturing,2013-03
11407,One_buyer,2015,1088400,9000,Individual Business,Wholesale Trade,2012-07
11408,Multiple buyers,2015,1088500,913000,Corporation,Manufacturing,2005-11
11408,Multiple buyers,2015,1088500,913000,Corporation,Manufacturing,2005-11
11408,Multiple buyers,2015,1088500,913000,Corporation,Manufacturing,2005-11
11408,Multiple buyers,2015,1088500,913000,Corporation,Manufacturing,2005-11
11408,Multiple buyers,2015,1088500,913000,Corporation,Manufacturing,2005-11
11408,Multiple buyers,2015,1088500,913000,Corporation,Manufacturing,2005-11
11408,Multiple buyers,2015,1088500,913000,Corporation,Manufacturing,2005-11
11408,Multiple buyers,2015,1088500,913000,Corporation,Manufacturing,2005-11
11409,Multiple buyers,2015,1088600,1000000,Corporation,Manufacturing,2010-07
11409,Multiple buyers,2015,1088600,1000000,Corporation,Manufacturing,2010-07
11409,Multiple buyers,2015,1088600,1000000,Corporation,Manufacturing,2010-07
11409,Multiple buyers,2015,1088600,1000000,Corporation,Manufacturing,2010-07
11410,One_buyer,2015,1088700,10000,Individual Business,Wholesale Trade,2008-10
11411,One_buyer,2015,1088800,10000,Corporation,Wholesale Trade,2014-09
11412,One_buyer,2015,1088800,4000,Corporation,Wholesale Trade,2014-09
11413,Multiple buyers,2015,1088900,72000,Individual Business,"Professional, Scientific, and Technical Services",2008-12
11414,One_buyer,2015,1089000,120000,Individual Business,Manufacturing,2010-07
11415,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11416,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11417,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11418,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11419,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11420,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11421,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11422,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11423,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11424,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11425,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11426,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11427,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11428,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11429,One_buyer,2015,1089100,11000,Corporation,Wholesale Trade,2013-10
11437,,2015,1089100,#N/A,Corporation,Wholesale Trade,2013-10
11438,One_buyer,2015,1089200,10000,Corporation,Manufacturing,2011-12
11439,One_buyer,2015,1089300,15000,Corporation,Wholesale Trade,2014-09
11440,One_buyer,2015,1089400,10000,Corporation,"Professional, Scientific, and Technical Services",2012-10
11441,One_buyer,2015,1089500,10000,Individual Business,Manufacturing,2013-01
11442,One_buyer,2015,1089600,30000,Corporation,Manufacturing,2011-06
11443,One_buyer,2015,1089700,2000,Corporation,Manufacturing,2013-06
11444,One_buyer,2015,1089800,10000,Corporation,Manufacturing,2011-06
11445,Multiple buyers,2015,1089900,91000,Individual Business,Manufacturing,2010-03
11445,Multiple buyers,2015,1089900,91000,Individual Business,Manufacturing,2010-03
11446,,2015,1090000,#N/A,Corporation,Manufacturing,2012-08
11447,One_buyer,2015,1090100,30000,Individual Business,Wholesale Trade,2003-12
11448,One_buyer,2015,1090200,40000,Corporation,Wholesale Trade,2013-02
11449,One_buyer,2015,1090300,5000,Corporation,Manufacturing,2013-10
11450,One_buyer,2015,1090400,50000,Corporation,Wholesale Trade,2010-01
11451,Multiple buyers,2015,1090500,15000,Corporation,Manufacturing,2010-02
11451,Multiple buyers,2015,1090500,15000,Corporation,Manufacturing,2010-02
11452,Multiple buyers,2015,1090600,763000,Individual Business,Manufacturing,2011-01
11453,One_buyer,2015,1090700,1000,Corporation,Manufacturing,2014-04
11454,One_buyer,2015,1090800,9000,Individual Business,Manufacturing,2002-10
11455,One_buyer,2015,1090900,6000,Corporation,Manufacturing,2013-09
11456,One_buyer,2015,1091000,10000,Corporation,Manufacturing,2014-10
11457,One_buyer,2015,1091100,20000,Corporation,Wholesale Trade,2014-08
11458,One_buyer,2015,1091100,30000,Corporation,Wholesale Trade,2014-08
11459,One_buyer,2015,1091200,10000,Individual Business,Manufacturing,2004-04
11460,One_buyer,2015,1091300,10000,Corporation,Wholesale Trade,2011-11
11461,One_buyer,2015,1091400,80000,Corporation,Manufacturing,2014-04
11462,Multiple buyers,2015,1091500,564000,Corporation,Manufacturing,2010-03
11462,Multiple buyers,2015,1091500,564000,Corporation,Manufacturing,2010-03
11463,One_buyer,2015,1091600,60000,Corporation,Manufacturing,2013-09
11465,One_buyer,2015,1091800,14000,Corporation,Wholesale Trade,2014-10
11466,Multiple buyers,2015,1091900,95000,Corporation,Transportation,2010-08
11466,Multiple buyers,2015,1091900,95000,Corporation,Transportation,2010-08
11466,Multiple buyers,2015,1091900,95000,Corporation,Transportation,2010-08
11467,One_buyer,2015,1092000,5000,Corporation,Wholesale Trade,2014-01
11468,One_buyer,2015,1092100,40000,Corporation,Wholesale Trade,2011-06
11469,One_buyer,2015,1092200,60000,Corporation,Manufacturing,2014-02
11470,One_buyer,2015,1092300,50000,Corporation,Wholesale Trade,2014-09
11471,Multiple buyers,2015,1092400,343000,Corporation,Wholesale Trade,2014-10
11471,Multiple buyers,2015,1092400,343000,Corporation,Wholesale Trade,2014-10
11471,Multiple buyers,2015,1092400,343000,Corporation,Wholesale Trade,2014-10
11471,Multiple buyers,2015,1092400,343000,Corporation,Wholesale Trade,2014-10
11471,Multiple buyers,2015,1092400,343000,Corporation,Wholesale Trade,2014-10
11471,Multiple buyers,2015,1092400,343000,Corporation,Wholesale Trade,2014-10
11471,Multiple buyers,2015,1092400,343000,Corporation,Wholesale Trade,2014-10
11471,Multiple buyers,2015,1092400,343000,Corporation,Wholesale Trade,2014-10
11471,Multiple buyers,2015,1092400,343000,Corporation,Wholesale Trade,2014-10
11472,One_buyer,2015,1092500,30000,Corporation,Manufacturing,2013-11
11473,One_buyer,2015,1092600,10000,Individual Business,Manufacturing,2013-10
11474,One_buyer,2015,1092700,10000,Corporation,Manufacturing,2014-11
11475,One_buyer,2015,1092800,9000,Corporation,Manufacturing,2012-02
11476,One_buyer,2015,1092900,9000,Individual Business,Wholesale Trade,2013-09
11477,One_buyer,2015,1093000,10000,Corporation,Manufacturing,2014-07
11478,Multiple buyers,2015,1093100,51000,Individual Business,Manufacturing,2013-09
11478,Multiple buyers,2015,1093100,51000,Individual Business,Manufacturing,2013-09
11478,Multiple buyers,2015,1093100,51000,Individual Business,Manufacturing,2013-09
11479,One_buyer,2015,1093200,9000,Corporation,Manufacturing,2014-03
11480,One_buyer,2015,1093300,20000,Corporation,"Professional, Scientific, and Technical Services",2012-05
11481,One_buyer,2015,1093300,30000,Corporation,"Professional, Scientific, and Technical Services",2012-05
11482,One_buyer,2015,1093300,20000,Corporation,"Professional, Scientific, and Technical Services",2012-05
11483,One_buyer,2015,1093400,10000,Corporation,Wholesale Trade,2011-05
11484,One_buyer,2015,1093500,9000,Individual Business,Manufacturing,2004-09
11485,One_buyer,2015,1093600,10000,Corporation,Wholesale Trade,2014-09
11486,One_buyer,2015,1093700,1000,Corporation,"Professional, Scientific, and Technical Services",2013-08
11487,One_buyer,2015,1093800,10000,Corporation,Manufacturing,2014-02
11489,One_buyer,2015,1094000,10000,Corporation,Wholesale Trade,2014-09
11490,One_buyer,2015,1094000,20000,Corporation,Wholesale Trade,2014-09
11491,One_buyer,2015,1094000,20000,Corporation,Wholesale Trade,2014-09
11492,One_buyer,2015,1094000,15000,Corporation,Wholesale Trade,2014-09
11495,Multiple buyers,2015,1094300,320000,Corporation,Manufacturing,2012-11
11495,Multiple buyers,2015,1094300,320000,Corporation,Manufacturing,2012-11
11495,Multiple buyers,2015,1094300,320000,Corporation,Manufacturing,2012-11
11495,Multiple buyers,2015,1094300,320000,Corporation,Manufacturing,2012-11
11495,Multiple buyers,2015,1094300,320000,Corporation,Manufacturing,2012-11
11495,Multiple buyers,2015,1094300,320000,Corporation,Manufacturing,2012-11
11495,Multiple buyers,2015,1094300,320000,Corporation,Manufacturing,2012-11
11495,Multiple buyers,2015,1094300,320000,Corporation,Manufacturing,2012-11
11496,One_buyer,2015,1094400,10000,Corporation,"Professional, Scientific, and Technical Services",2014-03
11497,One_buyer,2015,1094500,55000,Corporation,Construction,2008-01
11498,One_buyer,2015,1094600,5000,Corporation,"Professional, Scientific, and Technical Services",2005-02
11499,One_buyer,2015,1094700,10000,Corporation,Wholesale Trade,2014-07
11501,One_buyer,2015,1094900,80000,Corporation,Manufacturing,2014-03
11502,One_buyer,2015,1095000,10000,Corporation,Manufacturing,2013-03
11503,Multiple buyers,2015,1095100,25000,Corporation,Manufacturing,2012-03
11503,Multiple buyers,2015,1095100,25000,Corporation,Manufacturing,2012-03
11503,Multiple buyers,2015,1095100,25000,Corporation,Manufacturing,2012-03
11503,Multiple buyers,2015,1095100,25000,Corporation,Manufacturing,2012-03
11503,Multiple buyers,2015,1095100,25000,Corporation,Manufacturing,2012-03
11504,One_buyer,2015,1095200,3000,Individual Business,Manufacturing,2014-11
11505,One_buyer,2015,1095300,70000,Corporation,Wholesale Trade,2013-10
11506,One_buyer,2015,1095400,40000,Corporation,Manufacturing,2013-10
11507,One_buyer,2015,1095400,30000,Corporation,Manufacturing,2013-10
11508,One_buyer,2015,1095400,29000,Corporation,Manufacturing,2013-10
11509,One_buyer,2015,1095500,20000,Corporation,Manufacturing,2012-03
11510,One_buyer,2015,1095600,30000,Corporation,Manufacturing,2012-02
11511,One_buyer,2015,1095600,10000,Corporation,Manufacturing,2012-02
11512,One_buyer,2015,1095600,10000,Corporation,Manufacturing,2012-02
11513,Multiple buyers,2015,1095700,76000,Corporation,Manufacturing,2009-10
11514,Multiple buyers,2015,1095800,881000,Corporation,Wholesale Trade,2009-04
11514,Multiple buyers,2015,1095800,881000,Corporation,Wholesale Trade,2009-04
11514,Multiple buyers,2015,1095800,881000,Corporation,Wholesale Trade,2009-04
11514,Multiple buyers,2015,1095800,881000,Corporation,Wholesale Trade,2009-04
11514,Multiple buyers,2015,1095800,881000,Corporation,Wholesale Trade,2009-04
11515,One_buyer,2015,1095900,30000,Individual Business,Wholesale Trade,2012-08
11516,One_buyer,2015,1096000,10000,Corporation,Wholesale Trade,2014-01
11517,One_buyer,2015,1096100,9000,Corporation,Other Services,2014-11
11518,One_buyer,2015,1096200,4000,Individual Business,Wholesale Trade,2005-05
11519,Multiple buyers,2015,1096300,171000,Corporation,Manufacturing,2012-08
11519,Multiple buyers,2015,1096300,171000,Corporation,Manufacturing,2012-08
11519,Multiple buyers,2015,1096300,171000,Corporation,Manufacturing,2012-08
11520,Multiple buyers,2015,1096400,13000,Corporation,"Professional, Scientific, and Technical Services",2012-04
11520,Multiple buyers,2015,1096400,13000,Corporation,"Professional, Scientific, and Technical Services",2012-04
11520,Multiple buyers,2015,1096400,13000,Corporation,"Professional, Scientific, and Technical Services",2012-04
11521,One_buyer,2015,1096500,30000,Individual Business,Manufacturing,2014-09
11522,One_buyer,2015,1096500,30000,Individual Business,Manufacturing,2014-09
11523,One_buyer,2015,1096500,50000,Individual Business,Manufacturing,2014-09
11524,,2015,1096600,#N/A,Individual Business,Wholesale Trade,2014-10
11525,One_buyer,2015,1096700,1000,Individual Business,Manufacturing,2014-12
11526,One_buyer,2015,1096800,11000,Individual Business,Manufacturing,2010-12
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11527,Multiple buyers,2015,1096900,625000,Corporation,Manufacturing,2004-07
11528,One_buyer,2015,1096900,20000,Corporation,Manufacturing,2004-07
11529,One_buyer,2015,1096900,10000,Corporation,Manufacturing,2004-07
11530,One_buyer,2015,1097000,50000,Individual Business,Manufacturing,2014-07
11531,Multiple buyers,2015,1097100,667000,Corporation,Manufacturing,2014-11
11531,Multiple buyers,2015,1097100,667000,Corporation,Manufacturing,2014-11
11531,Multiple buyers,2015,1097100,667000,Corporation,Manufacturing,2014-11
11531,Multiple buyers,2015,1097100,667000,Corporation,Manufacturing,2014-11
11532,One_buyer,2015,1097200,10000,Corporation,Manufacturing,2014-10
11533,One_buyer,2015,1097300,3000,Corporation,Manufacturing,2012-06
11534,One_buyer,2015,1097400,2000,Individual Business,Manufacturing,2012-07
11535,One_buyer,2015,1097500,9000,Corporation,Manufacturing,2014-02
11536,One_buyer,2015,1097600,15000,Corporation,Manufacturing,2014-11
11537,Multiple buyers,2015,1097700,200000,Individual Business,Manufacturing,2011-08
11537,Multiple buyers,2015,1097700,200000,Individual Business,Manufacturing,2011-08
11537,Multiple buyers,2015,1097700,200000,Individual Business,Manufacturing,2011-08
11538,,2015,1097800,#N/A,Corporation,Manufacturing,2004-07
11539,Multiple buyers,2015,1097900,76000,Corporation,Manufacturing,2008-06
11539,Multiple buyers,2015,1097900,76000,Corporation,Manufacturing,2008-06
11539,Multiple buyers,2015,1097900,76000,Corporation,Manufacturing,2008-06
11539,Multiple buyers,2015,1097900,76000,Corporation,Manufacturing,2008-06
11540,One_buyer,2015,1098000,30000,Corporation,Wholesale Trade,2008-12
11541,One_buyer,2015,1098100,30000,Corporation,Wholesale Trade,2013-11
11542,One_buyer,2015,1098100,30000,Corporation,Wholesale Trade,2013-11
11543,One_buyer,2015,1098200,50000,Corporation,Manufacturing,2014-09
11544,One_buyer,2015,1098300,200000,Corporation,Manufacturing,2014-06
11545,One_buyer,2015,1098300,30000,Corporation,Manufacturing,2014-06
11546,One_buyer,2015,1098400,40000,Corporation,Manufacturing,2014-04
11547,One_buyer,2015,1098400,30000,Corporation,Manufacturing,2014-04
11548,One_buyer,2015,1098400,30000,Corporation,Manufacturing,2014-04
11549,One_buyer,2015,1098400,60000,Corporation,Manufacturing,2014-04
11550,One_buyer,2015,1098400,90000,Corporation,Manufacturing,2014-04
11551,One_buyer,2015,1098400,20000,Corporation,Manufacturing,2014-04
11552,One_buyer,2015,1098500,10000,Corporation,Manufacturing,2014-05
11553,Multiple buyers,2015,1098600,166000,Corporation,Wholesale Trade,2012-02
11554,One_buyer,2015,1098700,10000,Corporation,Manufacturing,2008-07
11555,,2015,1098800,#N/A,Corporation,Manufacturing,2014-11
11556,One_buyer,2015,1098800,10000,Corporation,Manufacturing,2014-11
11557,One_buyer,2015,1098800,80000,Corporation,Manufacturing,2014-11
11558,One_buyer,2015,1098900,40000,Individual Business,Manufacturing,2004-07
11560,One_buyer,2015,1099100,9000,Corporation,Manufacturing,2014-09
11561,Multiple buyers,2015,1099200,1970000,Corporation,Manufacturing,2010-01
11561,Multiple buyers,2015,1099200,1970000,Corporation,Manufacturing,2010-01
11561,Multiple buyers,2015,1099200,1970000,Corporation,Manufacturing,2010-01
11561,Multiple buyers,2015,1099200,1970000,Corporation,Manufacturing,2010-01
11561,Multiple buyers,2015,1099200,1970000,Corporation,Manufacturing,2010-01
11561,Multiple buyers,2015,1099200,1970000,Corporation,Manufacturing,2010-01
11562,One_buyer,2015,1099300,50000,Corporation,Manufacturing,1998-05
11564,One_buyer,2015,1099500,10000,Corporation,Manufacturing,2014-11
11565,Multiple buyers,2015,1099600,148000,Corporation,Manufacturing,2014-11
11565,Multiple buyers,2015,1099600,148000,Corporation,Manufacturing,2014-11
11565,Multiple buyers,2015,1099600,148000,Corporation,Manufacturing,2014-11
11565,Multiple buyers,2015,1099600,148000,Corporation,Manufacturing,2014-11
11566,One_buyer,2015,1099700,50000,Corporation,Manufacturing,2014-10
11567,One_buyer,2015,1099700,50000,Corporation,Manufacturing,2014-10
11568,One_buyer,2015,1099700,20000,Corporation,Manufacturing,2014-10
11570,One_buyer,2015,1099900,10000,Individual Business,"Professional, Scientific, and Technical Services",2013-05
11571,One_buyer,2015,1100000,26000,Corporation,Wholesale Trade,2013-12
11572,Multiple buyers,2015,1100100,1352000,Corporation,Transportation,2007-06
11572,Multiple buyers,2015,1100100,1352000,Corporation,Transportation,2007-06
11572,Multiple buyers,2015,1100100,1352000,Corporation,Transportation,2007-06
11572,Multiple buyers,2015,1100100,1352000,Corporation,Transportation,2007-06
11574,One_buyer,2015,1100300,3000,Individual Business,Manufacturing,2005-02
11575,Multiple buyers,2015,1100400,1000000,Corporation,Manufacturing,2012-12
11575,Multiple buyers,2015,1100400,1000000,Corporation,Manufacturing,2012-12
11575,Multiple buyers,2015,1100400,1000000,Corporation,Manufacturing,2012-12
11575,Multiple buyers,2015,1100400,1000000,Corporation,Manufacturing,2012-12
11576,Multiple buyers,2015,1100400,1700000,Corporation,Manufacturing,2012-12
11576,Multiple buyers,2015,1100400,1700000,Corporation,Manufacturing,2012-12
11576,Multiple buyers,2015,1100400,1700000,Corporation,Manufacturing,2012-12
11577,,2015,1100500,#N/A,Corporation,Manufacturing,2012-08
11578,One_buyer,2015,1100600,40000,Corporation,"Professional, Scientific, and Technical Services",2000-08
11579,Multiple buyers,2015,1100700,157000,Individual Business,Wholesale Trade,2012-06
11579,Multiple buyers,2015,1100700,157000,Individual Business,Wholesale Trade,2012-06
11579,Multiple buyers,2015,1100700,157000,Individual Business,Wholesale Trade,2012-06
11580,One_buyer,2015,1100800,15000,Corporation,Wholesale Trade,2013-12
11581,One_buyer,2015,1100800,15000,Corporation,Wholesale Trade,2013-12
11582,One_buyer,2015,1100800,15000,Corporation,Wholesale Trade,2013-12
11583,One_buyer,2015,1100800,10000,Corporation,Wholesale Trade,2013-12
11584,One_buyer,2015,1100800,20000,Corporation,Wholesale Trade,2013-12
11585,One_buyer,2015,1100800,20000,Corporation,Wholesale Trade,2013-12
11586,One_buyer,2015,1100800,20000,Corporation,Wholesale Trade,2013-12
11587,One_buyer,2015,1100800,30000,Corporation,Wholesale Trade,2013-12
11588,One_buyer,2015,1100900,10000,Individual Business,Manufacturing,2007-01
11589,One_buyer,2015,1101000,40000,Corporation,Manufacturing,2013-06
11590,One_buyer,2015,1101100,1000,Individual Business,Wholesale Trade,2014-06
11591,One_buyer,2015,1101200,10000,Corporation,Wholesale Trade,2013-10
11592,One_buyer,2015,1101300,9000,Corporation,Wholesale Trade,2014-07
11593,One_buyer,2015,1101300,60000,Corporation,Wholesale Trade,2014-07
11594,One_buyer,2015,1101400,50000,Corporation,Manufacturing,2014-04
11595,One_buyer,2015,1101400,40000,Corporation,Manufacturing,2014-04
11596,One_buyer,2015,1101500,9000,Individual Business,Wholesale Trade,2013-06
11597,One_buyer,2015,1101600,500000,Corporation,Wholesale Trade,2006-05
11598,One_buyer,2015,1101700,50000,Corporation,Manufacturing,2014-11
11599,One_buyer,2015,1101800,34000,Individual Business,Manufacturing,2012-10
11600,One_buyer,2015,1101900,10000,Corporation,Manufacturing,2014-06
11601,Multiple buyers,2015,1102000,791000,Corporation,Manufacturing,2014-12
11601,Multiple buyers,2015,1102000,791000,Corporation,Manufacturing,2014-12
11601,Multiple buyers,2015,1102000,791000,Corporation,Manufacturing,2014-12
11602,Multiple buyers,2015,1102100,75000,Individual Business,Wholesale Trade,1995-02
11603,One_buyer,2015,1102200,12000,Individual Business,Wholesale Trade,2012-08
11604,One_buyer,2015,1102300,10000,Corporation,"Professional, Scientific, and Technical Services",2013-09
11605,One_buyer,2015,1102400,100000,Corporation,Manufacturing,2013-11
11606,One_buyer,2015,1102500,10000,Corporation,Wholesale Trade,2014-02
11607,One_buyer,2015,1102500,10000,Corporation,Wholesale Trade,2014-02
11608,One_buyer,2015,1102500,20000,Corporation,Wholesale Trade,2014-02
11609,One_buyer,2015,1102500,20000,Corporation,Wholesale Trade,2014-02
11610,One_buyer,2015,1102500,40000,Corporation,Wholesale Trade,2014-02
11611,One_buyer,2015,1102600,200000,Individual Business,Wholesale Trade,2007-12
11612,One_buyer,2015,1102700,7000,Individual Business,Manufacturing,2009-11
11613,One_buyer,2015,1102800,30000,Corporation,Manufacturing,2014-03
11614,One_buyer,2015,1102900,9000,Corporation,Manufacturing,2014-11
11615,One_buyer,2015,1103000,10000,Corporation,Wholesale Trade,2014-02
11616,Multiple buyers,2015,1103100,26000,Individual Business,Manufacturing,2013-10
11616,Multiple buyers,2015,1103100,26000,Individual Business,Manufacturing,2013-10
11616,Multiple buyers,2015,1103100,26000,Individual Business,Manufacturing,2013-10
11617,One_buyer,2015,1103200,30000,Corporation,Manufacturing,2012-01
11618,One_buyer,2015,1103200,30000,Corporation,Manufacturing,2012-01
11619,One_buyer,2015,1103200,20000,Corporation,Manufacturing,2012-01
11620,One_buyer,2015,1103200,10000,Corporation,Manufacturing,2012-01
11621,One_buyer,2015,1103300,9000,Individual Business,Wholesale Trade,2013-11
11622,One_buyer,2015,1103400,8000,Corporation,Wholesale Trade,2014-02
11623,,2015,1103500,#N/A,Corporation,Wholesale Trade,2013-08
11624,One_buyer,2015,1103600,1000,Individual Business,Manufacturing,2011-03
11625,One_buyer,2015,1103700,9000,Corporation,Manufacturing,2012-07
11627,One_buyer,2015,1103900,3000,Individual Business,Wholesale Trade,2014-02
11628,One_buyer,2015,1104000,40000,Corporation,Wholesale Trade,2013-08
11629,One_buyer,2015,1104000,30000,Corporation,Wholesale Trade,2013-08
11630,One_buyer,2015,1104000,30000,Corporation,Wholesale Trade,2013-08
11631,One_buyer,2015,1104100,9000,Individual Business,Manufacturing,2013-07
11632,One_buyer,2015,1104200,10000,Individual Business,Manufacturing,2013-07
11633,One_buyer,2015,1104300,20000,Corporation,Manufacturing,2010-10
11634,One_buyer,2015,1104400,5000,Corporation,Wholesale Trade,2014-03
11635,One_buyer,2015,1104500,6000,Corporation,Wholesale Trade,2014-10
11636,One_buyer,2015,1104600,138000,Corporation,Manufacturing,2014-11
11637,Multiple buyers,2015,1104700,768000,Corporation,Manufacturing,2006-01
11637,Multiple buyers,2015,1104700,768000,Corporation,Manufacturing,2006-01
11637,Multiple buyers,2015,1104700,768000,Corporation,Manufacturing,2006-01
11637,Multiple buyers,2015,1104700,768000,Corporation,Manufacturing,2006-01
11638,One_buyer,2015,1104800,6000,Corporation,Wholesale Trade,2014-03
11639,One_buyer,2015,1104900,3000,Corporation,Manufacturing,2014-07
11640,Multiple buyers,2015,1105000,15000,Individual Business,Wholesale Trade,2012-12
11640,Multiple buyers,2015,1105000,15000,Individual Business,Wholesale Trade,2012-12
11640,Multiple buyers,2015,1105000,15000,Individual Business,Wholesale Trade,2012-12
11641,One_buyer,2015,1105100,10000,Corporation,Manufacturing,2014-06
11642,One_buyer,2015,1105200,10000,Corporation,"Professional, Scientific, and Technical Services",2014-01
11643,One_buyer,2015,1105300,10000,Individual Business,Manufacturing,2013-02
11644,One_buyer,2015,1105400,10000,Individual Business,Wholesale Trade,2014-03
11645,One_buyer,2015,1105500,7000,Corporation,Manufacturing,2014-03
11646,One_buyer,2015,1105600,4000,Corporation,Wholesale Trade,2014-07
11647,One_buyer,2015,1105700,3000,Individual Business,"Professional, Scientific, and Technical Services",2011-08
11648,One_buyer,2015,1105800,1000,Individual Business,Manufacturing,2014-08
11649,One_buyer,2015,1105900,9000,Corporation,Manufacturing,2010-07
11650,One_buyer,2015,1106000,5000,Individual Business,Wholesale Trade,2004-04
11651,Multiple buyers,2015,1106100,58000,Individual Business,Manufacturing,2013-04
11651,Multiple buyers,2015,1106100,58000,Individual Business,Manufacturing,2013-04
11652,One_buyer,2015,1106200,50000,Individual Business,Manufacturing,2007-08
11653,One_buyer,2015,1106300,9000,Corporation,Wholesale Trade,2014-04
11654,One_buyer,2015,1106400,6000,Individual Business,Wholesale Trade,2012-03
11655,One_buyer,2015,1106500,10000,Corporation,Manufacturing,2012-04
11657,One_buyer,2015,1106700,9000,Individual Business,Wholesale Trade,2013-09
